N 814;Zlomenina kosti zápìstí;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 815;Zlomenina kosti pìstní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 816;Zlomenina jednoho nebo nìkolika prstních èlánkù ruky;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 817;Jiné mnohoèetné nebo blíe neurèené zlomeniny ruky;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 818;Jiné mnohonásobné a špatnì urèitelné zlomeniny hrudní konèetiny;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 819;Mnohoèetné zlomeniny postihující obì hrudní konèetiny a hrudní konèetinu se ebrem (ebry) a kostí hrudní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Zlomeniny pánevní konèetiny;527;-;-;-;-;-;-;-;1;2;5;24;106;271;118;-;"";"";"";"";"";"";""
N 820;Zlomenina krèku kosti stehenní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 821;Zlomenina jiné nebo neoznaèené èásti kosti stehenní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 822;Zlomenina èéšky;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 823;Zlomenina kosti holenní a kosti lıtkové;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 824;Zlomenina kotníku;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 825;Zlomenina jedné nebo nìkolika kostí zánártních nebo nártních;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 826;"Zlomenina jednoho nebo nìkolika èlánkù prstu nohy ";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"N 827 ";Jiné, mnohoèetné nebo blíe neurèené zlomeniny pánevní konèetiny;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 828;Mnohoèetné zlomeniny obou pánevních konèetin, pánevní a hrudní konèetiny, pánevní konèetiny a ebra (eber) nebo kosti hrudní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 829;Zlomenina neurèenıch kostí;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Vymknutí a podvrtnutí bez zlomeniny;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;"";"";"";"";"";"";""
N 830;Vymknutí a podvrtnutí èelisti;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 831;Vymknutí a podvrtnutí ramene;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 832;Vymknutí a podvrtnutí lokte;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 833;Vymknutí a podvrtnutí zápìstí;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 834;Vymknutí a podvrtnutí prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 835;Vymknutí a podvrtnutí kyèle;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"N 836 ";Vymknutí a podvrtnutí kolena;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 837;Vymknutí a podvrtnutí kotníku;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"N 838 ";Vymknutí a podvrtnutí kloubù nohy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 839;Jiné mnohoèetné nebo blíe neurèené luxace;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Zhmodìní kloubù a pøilehlıch svalù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
N 840;Zhmodìní ramene a horní èásti pae;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 841;Zhmodení lokte a pøedloktí;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 842;Zhmodìní zápìstí a ruky;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 843;Zhmodìní kyèle a stehna;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 844;Zhmodìní kolena a bérce;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 845;Zhmodìní kotníku a nohy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 846;Zhmodìní krajiny kosti køíové;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 847;zhmodìní jinıch nebo neurèenıch èástí beder;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 848;Jiné a blíe neurèené zhmodìní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Poranìní hlavy (bez lebeèních zlomenin);106;-;2;1;1;2;5;11;5;5;13;12;16;28;5;-;"";"";"";"";"";"";""
N 850;Krvavé poranìní vlasové èásti hlavy;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
N 851;Zhmodìní a krevní vıron ve vlasové èásti hlavy;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
N 852;Otøes mozku;20;-;-;-;1;-;-;1;-;-;1;3;2;10;2;-;"";"";"";"";"";"";""
N 853;Poranìní a zhmodìní mozku;57;-;-;1;-;2;4;7;4;3;8;7;8;11;2;-;"";"";"";"";"";"";""
N 854;Krvácení subarachnoidální, subdurální a extradurální po poranìní (bez poranìní mozku);7;-;1;-;-;-;1;-;-;1;1;-;2;1;-;-;"";"";"";"";"";"";""
N 855;Jiné nebo neurèené vnitrolební krvácení po poranìní (bez poranìní mozku);12;-;1;-;-;-;-;2;1;1;-;1;1;4;1;-;"";"";"";"";"";"";""
N 856;Poranìní hlavy jiného nebo neurèeného druhu;8;-;-;-;-;-;-;-;-;-;3;1;2;2;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Vnitøní poranìní hrudníku, bøicha a pánve;81;-;1;2;2;3;7;15;14;6;7;9;4;10;1;-;"";"";"";"";"";"";""
N 860;Úrazovı pneumothorax a haemothorax;5;-;-;-;-;-;-;2;1;-;1;-;-;1;-;-;"";"";"";"";"";"";""
N 861;Poranìní srdce a plic;17;-;-;-;-;-;2;8;-;1;1;5;-;-;-;-;"";"";"";"";"";"";""
N 862;Poranìní jinıch nebo neurèenıch hrudních orgánù;11;-;-;-;-;-;-;-;3;3;1;2;-;1;1;-;"";"";"";"";"";"";""
N 863;Poranìní trávicího ústrojí;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
N 864;Poranìní jater;6;-;-;-;-;2;-;1;1;-;1;-;1;-;-;-;"";"";"";"";"";"";""
N 865;Poranìní sleziny;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
N 866;Poranìní ledvin;2;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;"";"";"";"";"";"";""
N 867;Poranìní orgánù pánevních;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
N 868;Poranìní jinıch nebo neurèenıch bøišních orgánù;10;-;-;1;1;-;1;-;1;1;1;-;-;4;-;-;"";"";"";"";"";"";""
N 869;Vnitøní poranìní neurèená nebo postihující souèasnì hrudní a bøišní orgány;26;-;-;-;1;1;4;4;5;1;2;2;3;3;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Rozdrcení a krvavé zranìní oblièeje, šíje a trupu;21;-;-;-;-;-;-;2;1;2;6;4;4;2;-;-;"";"";"";"";"";"";""
N 871;Enukleace oka;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 872;Krvavé zranìní ucha;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 873;Jiné nebo neurèené krvavé zranìní oblièeje;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 874;Krvavé zranìní šíje;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 875;Krvavé zranìní hrudníku;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 876;Krvavé zranìní beder;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 877;Krvavé zranìní krajiny køíové;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 878;Krvavé zranìní pohlavních orgánù, rovnì traumatická amputace;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 879;Mnohonásobná nebo neurèená krvavá zranìní v oblièeji, šíje a trupu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Rozdrcení a krvavé zranìní hrudní konèetiny;12;-;-;-;-;-;-;1;-;1;3;3;2;2;-;-;"";"";"";"";"";"";""
N 880;Krvavé zranìní ramene a horní èásti pae;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 881;Krvavé zranìní lokte, pøedloktí a zápìstí, nepostihující šlachy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 882;Krvavé zranìní zápìstí, postihující šlachy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 883;Krvavé zranìní ruky, kromì prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 884;Krvavé zranìní prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 885;Mnohoèetná nebo neurèená krvavá zranìní hrudní konèetiny;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 886;Traumatická amputace palce ruky;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 887;Traumatická amputace jiného prstu ruky;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 888;Traumatická amputace ruky a pae;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Rozdrcení a krvavé zranìní pánevní konèetiny;3;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;"";"";"";"";"";"";""
N 880;Krvavé zranìní ramene a horní èásti pae;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 881;Krvavé zranìní lokte, pøedloktí a zápìstí, nepostihující šlachy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 882;Krvavé zranìní zápìstí, postihující šlachy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 883;Krvavé zranìní ruky, kromì prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 884;Krvavé zranìní prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 885;Mnohoèetná nebo neurèená krvavá zranìní hrudní konèetiny;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 886;Traumatická amputace palce ruky;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 887;Traumatická amputace jiného prstu ruky;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 888;Traumatická amputace ruky a pae;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Rozdrcení a krvavé zranìní nìkolika míst;3;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;"";"";"";"";"";"";""
N 901;Krvavé zranìní obou pánevních konèetin;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 902;Krvavé zranìní hrudní a pánevní konèetiny;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 903;Krvavé zranìní obou rukou;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 904;Krvavé zranìní hlavy a konèetiny;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 905;Krvavé zranìní hlavy a trupu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 906;Krvavé zranìní trupu a konèetiny;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 907;Krvavé zranìní oblièeje a další èásti;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 908;Krvavé zranìní neurèeného umístìní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Povrchní poranìní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
N 910;Povrchní poranìní oblièeje a šíje;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 911;Povrchní poranìní trupu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 912;Povrchní poranìní ramene a horní èásti pae;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 913;Povrchní poranìní lokte, pøedloktí a zápìstí;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 914;Povrchní poranìní ruky, kromì prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 915;Povrchní poranìní prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 916;Povrchní poranìní kyèle, stehna, holenì, lıtka a kotníkù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 917;Povrchní poranìní nohy a prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 918;Povrchní poranìní jiného, mnohoèetného nebo neurèeného umístìní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Zhmodìní bez porušení povrchu koního;8;-;-;-;-;-;-;-;1;-;1;-;-;2;4;-;"";"";"";"";"";"";""
N 920;Zhmodìní oblièeje a šíje, kromì oka;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 921;Zhmodìní oka a oènice;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 922;Zhmodìní trupu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 923;Zhmodìní ramene a horní èásti pae;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 924;Zhmodìní lokte, pøedloktí a zápìstí;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 925;Zhmodìní ruky, kromì prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 926;Zhmodìní prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 927;Zhmodìní kyèle, stehna, holenì, lıtka a kotníkù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 928;Zhmodìní nohy a prstù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 929;Zhmodìní jiného mnohoèetného nebo neurèenéhop umístìní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Následky vniknutí cizího tìlesa otvorem tìla;91;70;8;-;2;-;-;1;2;1;1;1;2;3;-;-;"";"";"";"";"";"";""
N 930;Cizí tìleso v oku a v adnexech;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 931;Cizí tìleso v uchu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 932;Cizí tìleso v nose;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 933;Cizí tìleso v hltanu a hrtanu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 934;Cizí tìleso v prùduškách a plících;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 935;Cizí tìleso v trávicím ústrojí;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 936;Cizí tìleso v ústrojí moèovém a pohlavním;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Popáleniny;77;2;7;2;1;-;3;4;3;2;4;8;11;23;7;-;"";"";"";"";"";"";""
N 940;Popálenina postihující oko;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 941;Popálenina postihující oblièej, hlavu a šíji;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 942;Popálenina postihující trup;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 943;Popálenina postihující hrudní konèetinu, vyjma zápìstí a ruku;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 944;Popálenina postihující zápìstí a ruku;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 945;Popálenina postihující pánevní konèetinu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 946;Popálenina zasahující jak oblièej, hlavu nebo šíji, tak i konèetinu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 947;Popálenina zasahující trup a konèetinu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 948;Popálenina zasahující jak oblièej, hlavu nebo šíji, tak i trup a konèetiny;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 949;Popálenina zasahující jiné nebo neurèené èásti tìla;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Poranìní nervù a míchy bez poranìní kostí;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;"";"";"";"";"";"";""
N 950;Poranìní nervu oèního;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 951;Poranìní jinıch mozkovıch nervù;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 952;Poranìní nervu (nervù) ramene;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 953;Poranìní nervu (nervù) pøedloktí;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 954;Poranìní nervu (nervù) zápìstí a ruky;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 955;Poranìní nervu (nervù) stehna;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 956;Poranìní nervu (nervù) holenì a lıtka;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 957;Poranìní nervu (nervù) kotníku a nohy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 958;Poranìní míchy bez známek poranìní páteøe;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 959;Poranìní jinıch nervù a poranìní nervù na nìkolika místech;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Úèinky jedovatıch látek;283;2;6;-;1;1;9;26;24;31;54;42;53;31;3;-;"";"";"";"";"";"";""
N 960;Otrava závadnımi (škodlivımi) potravinami;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 961;Otrava alkoholem;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 962;Otrava naftovımi produkty;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 963;Otrava prùmyslovımi rozpustidly;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 964;Otrava leptavımi aromatickımi látkami, kyselinami a íravinami;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 965;Otrava rtutí a jejími slouèeninami;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 966;Otrava olovem ajeho slouèeninami;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 967;Otrava arsenem a antimonem a jejich slouèeninami;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 968;Otrava kyslièníkem uhelnatım;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 969;Otrava jinımi plyny a parami;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 970;Otrava morfiem a jinımi deriváty opia;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 971;Otrava kyselinou barbiturovoua jejími deriváty;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 972;Otrava aspirinem a salicyláty;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 973;Otrava bromidy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 974;Otrava jinımi analgetiky a prostøedky uspávacími;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 975;Otrava sulfonamidy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 976;Otrava strychninem;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 977;Otrava belladonou, skopolaminem a atropinem;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 978;Otrava jedovatımi ivoèichy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 979;Otrava jinımi nebo neurèenımi látkami;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Vlivy prostøedí a sdruené stavy;5;-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;"";"";"";"";"";"";""
N 981;Vliv horka a opálení sluncem;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 982;Vliv velikıch vıšek;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 983;Kessonová nemoc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 984;Následek blesku;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 985;Následek hladu;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 986;Následek íznì;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 987;Následek vnìjších vlivù jinam nezaøazenıch;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 988;Následek nadmìrné nadváhy;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 989;Letecká nemoc (nemoc z pohybu);.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Jiné nebo neurèené úrazy a reakce;591;11;19;6;8;4;23;27;37;49;126;118;101;49;13;-;"";"";"";"";"";"";""
N 990;Tonutí a utonutí;164;1;16;6;8;3;18;11;3;9;22;26;26;12;3;-;"";"";"";"";"";"";""
N 991;Dušení a udušení;408;9;3;-;-;1;3;15;29;37;102;91;71;37;10;-;"";"";"";"";"";"";""
N 992;Usmrcení elektrickım proudem a úèin elektrického proudu;12;-;-;-;-;-;1;1;3;2;2;-;3;-;-;-;"";"";"";"";"";"";""
N 993;Úraz vzniklı záøením, vyjma sluneèní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
N 994;Jiné celkové úèinky vnìjších pøíèin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
N 995;Urèitá èasná komplikace poranìní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
N 996;Úraz jiného nebo neurèeného druhu;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
N 997;Reakce nebo komplikace po neléèebnıch lékaøskıch zákrocích;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
