1961,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1955),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Prudký zánět mandlí,8,-,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Prudký zánět hrtanu a průdušnice,19,9,3,3,1,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Prudký zánět horních cest dýchacích na několika nebo blíže neurčených místech,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Chřipkový zánět plic,40,2,-,-,-,-,2,-,1,1,-,2,-,1,-,1,1,2,4,5,5,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Chřipka plicní nebo blíže neurčená,30,1,3,-,-,-,-,-,1,-,-,1,-,1,1,1,1,4,1,-,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Chřipka střevní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Chřipka nervová,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Lalokový zánět plic,101,1,-,-,-,-,-,-,-,1,-,-,2,1,3,8,9,8,15,17,16,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Lalůčkový zánět plic,794,85,13,3,3,2,3,3,2,3,1,3,5,3,9,17,33,51,71,102,138,133,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Prvotní netypický zánět plic,27,20,2,1,1,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Jiný nebo blíže neurčený zánět plic,119,10,-,-,-,-,1,-,1,1,-,-,1,1,3,1,6,9,8,17,20,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Prudký zánět průdušek,24,10,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Zánět průdušek blíže neurčený,5,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Vleklý zánět průdušek,1 892,2,2,-,-,-,1,-,1,2,1,-,5,9,37,92,192,291,339,315,308,190,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Zbytnění mandlí a tkáně adenoidní,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Peritonsilární hlíza,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Vleklý zánět hltanu a nosohltanu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Nosní polypy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Vleklý zánět hrtanu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Jiná onemocnění horních cest dýchacích,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Empyem hrudníku,24,3,1,-,-,-,-,-,-,-,1,1,1,1,-,-,1,3,4,-,6,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Zánět pohrudnice,75,3,-,-,-,-,-,-,-,-,-,-,2,1,3,4,4,12,12,13,13,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Spontánní pneumothorax,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Plicní sněť,58,3,-,-,-,-,-,-,-,1,-,-,1,-,4,7,8,6,10,8,8,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Plicní překrvení a městnání krve v plicích,66,1,-,-,-,-,1,1,1,-,-,-,-,-,-,3,3,8,5,7,9,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Zaprášení plic kyselinou křemičitou a křemičitaný,91,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,22,17,19,9,7,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Jiná zaprášení a fibrosy plic,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,3,3,3,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Jiné vleklé vmezeřené záněty plic,12,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Rozšíření průdušek,40,1,-,-,1,-,-,1,-,-,-,1,1,-,5,1,6,4,6,7,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Jiná onemocnění plic a hrudní dutiny,1 096,-,-,-,-,-,-,-,1,-,3,2,4,-,12,48,93,142,166,186,207,136,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IX,Nemoci ústrojí trávicího,1 857,101,18,7,4,-,8,9,8,4,7,9,28,33,83,151,182,267,301,241,217,123,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Zubní kazy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Hlíza podpůrné tkáně zubu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Jiná zánětlivá onemocnění podpůrné tkánězubů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,"Poruchy skusu,růstu a vývoje zubů",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Bolesti zubů z příčiny blíže neurčené,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Jiné nemoci zubů a podpůrné tkáně zubů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Zánět sliznice dutiny ústní,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Nemoci slinných žláz,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Jiné nemoci dutiny ústní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Nemoci jícnu,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Žaludeční vřed,232,-,-,-,-,-,-,-,-,-,-,-,4,4,13,19,27,43,47,32,29,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Dvanácterníkový vřed,113,-,-,-,-,-,-,-,-,-,-,2,2,3,7,15,17,21,17,13,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Gastrojejunální vřed,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Zánět žaludku a dvanácterníku,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Poruchy činnosti žaludeční,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Jiné nemoci žaludku a dvanácterníku,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Prudký zánět červu,61,-,1,1,-,-,2,5,3,1,-,3,4,1,3,2,4,9,7,6,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Zánět červu blíže neurčený,8,-,-,-,-,-,-,-,1,-,-,-,-,-,3,-,-,-,-,2,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Jiné záněty červu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Jiné nemoci červu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Kýla (bez bližšího označení),61,4,1,-,-,-,-,-,-,-,-,-,-,-,2,2,2,4,4,10,15,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Kýla neprůchodná,59,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,4,7,8,15,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Neprůchodnost střev bez zmínky o  kýle,175,5,-,2,-,-,-,1,-,1,1,-,2,1,1,9,12,21,29,25,42,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Zánět žaludkostřevní a tlustého střeva,130,70,11,3,3,-,2,1,-,1,-,-,-,1,-,7,5,5,5,7,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Vleklý zánět tenkého střeva a vředovitý zánět tlustého střeva,45,6,1,-,-,-,1,-,-,-,-,-,1,-,2,2,5,4,5,7,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Poruchy činnosti střev,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Řitní trhliny,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Hlíza krajiny řitní a konečníkové,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Zánět pobřišnice,53,2,-,1,1,-,-,1,-,-,-,-,1,1,3,2,4,6,9,11,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Pobřišnicové srůsty,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Jiné nemoci střev a pobřišnice,25,1,-,-,-,-,1,-,-,-,1,-,-,-,-,2,3,1,8,5,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Prudká a subakutní atrofie jater,19,2,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,4,3,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Jaterní cirrhosa,564,4,1,-,-,-,2,1,4,1,3,2,9,16,32,68,69,105,104,62,49,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Hnisavý zánět jater a jaterní hlíza,11,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,2,2,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Jiné nemoci jater,23,2,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,2,3,2,5,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Žlučové kaménky,94,-,-,-,-,-,-,-,-,-,-,-,1,-,2,4,7,13,18,16,12,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Zánět žlučníku bez zmínky o kaméncích,64,-,-,-,-,-,-,-,-,-,1,-,2,1,1,5,5,2,14,14,12,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Jiné nemoci žlučníku a žlučových cest,19,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,1,6,3,4,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Nemoci slinivky břišní,61,3,-,-,-,-,-,-,-,-,-,1,2,3,8,5,12,10,6,3,6,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Nemoci ústrojí močového a pohlavního,1 064,-,2,2,1,1,3,4,4,19,13,21,25,22,29,65,86,91,128,159,160,133,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Prudký zánět ledvin,15,-,-,-,-,-,-,-,1,1,1,-,1,-,-,4,2,2,1,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Zánět ledvin s otoky,10,-,-,1,-,-,1,-,-,3,1,-,-,1,-,-,1,1,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Vleklý zánět ledvin,277,-,-,-,1,1,2,4,3,12,8,14,20,15,19,36,32,32,31,16,17,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,"Zánět ledvin, neurčený jako prudký nebo vleklý",20,-,-,1,-,-,-,-,-,1,1,-,2,-,-,1,2,2,3,1,4,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Jiné ledvinové sklerosy,51,-,-,-,-,-,-,-,-,-,-,1,-,-,2,7,9,5,5,10,7,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Infekce ledvin,160,-,-,-,-,-,-,-,-,1,1,5,2,1,5,10,15,19,24,28,16,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Hydronefrosa,7,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,1,-,1,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Kaménky v ledvině a v močovodu,52,-,-,-,-,-,-,-,-,-,1,-,-,3,1,3,9,6,10,10,5,4,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Jiné nemoci ledvin a močovodů,21,-,2,-,-,-,-,-,-,-,-,1,-,-,1,1,3,1,4,1,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Kaménky v jiných částech ústrojí močového,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Zánět měchýře močového,22,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,2,1,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Jiné nemoci měchýře močového,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Zánět roury močové,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Zúžení roury močové,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Jiné nemoci roury močové,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Zbytnění žlázy předstrojné,408,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,11,20,44,83,95,87,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Zánět žlázy předstojné,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Jiné nemoci žlázy předstojné,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Vodní kýla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Zánět varlat a nadvarlat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Fimosa a parafimosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Jiné nemoci mužských pohlavních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Vleklá cystická onemocnění prsů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Jiné nemoci prsů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Prudký zánět vejcovodů a vaječníků,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Vleklý zánět vejcovodů a vaječníků,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Zánět vejcovodů a vaječníků blíže neurčený,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Jiné nemoci vejcovodů a vaječníků,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Nemoci parametria a pánevní pobřišnice,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,"Zánětlivá onemocnění dělohy,pochvy, hrmy",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Výhřez dělohy a pochvy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Úchylky v poloze dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Jiné nemoci dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Poruchy menstruace,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Příznaky přechodu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Jiné nemoci ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XI,"Porody, komplikace v těhotenství, při porodu a v šestinedělí",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Pyelitis a pyelonephritis v těhotenství,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Jiná zánětlivá onemocnění močového a pohlavního ústrojí,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Toxikosy v těhotenství,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Vcestné lůžko,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Jiná krvácení za těhotenství,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Mimoděložní těhotenství,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Chudokrevnost těhotenská,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Těhotenství se špatnou polohou plodu v děloze,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Jiné komplikace vznikající těhotenstvím,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Těhotenství spojené s jinými stavy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Potrat bez zmínky o sepsi nebo toxaemii,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Septický potrat,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Potrat s toxaemií bez zmínky o sepsi,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Porod bez komlikací,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
